# Depth (Er)	r	theta (deg)	alpha (deg)	tx wannier (Er)	ty wannier (Er)	td wannier (Er)	wannier integral (Er)	tx bs (Er)	ty bs (Er)	td bs(Er)	mean 0->d1	gap 0->d1	bw d1	mean 0->d2	gap 0->d2	bw d2	mean 0->d3	gap 0->d3	bw d3
9.000000000000000000e+00	5.000000000000001110e-01	9.162669999999999959e+01	0.000000000000000000e+00	3.667304885383496083e-02	4.571772774618002022e-02	1.256099193569077321e-03	3.286940932039992269e+00	5.025449049067729629e-02	3.519597986487366104e-02	1.288192289226621238e-03	6.006549564836901389e+00	4.944299931812432547e+00	1.524819255046473865e+00	7.452333335043558549e+00	6.521393407597786407e+00	3.665529045092659199e+00	8.518936547980375806e+00	7.381347117773609412e+00	2.961218688129054311e+00
1.100000000000000000e+01	5.000000000000001110e-01	9.162669999999999959e+01	0.000000000000000000e+00	2.181870420934719362e-02	3.161005528611230547e-02	6.764009047595190022e-04	3.808479431164440321e+00	3.396235956292859709e-02	2.245832913461905805e-02	6.940946297636627939e-04	6.880775799474769805e+00	6.036800793633971374e+00	1.483422911486803386e+00	8.235223922814176589e+00	7.419115700217458809e+00	3.213497048261968470e+00	9.310517863799498528e+00	8.420101757819466570e+00	2.538525811627740492e+00
1.300000000000000000e+01	5.000000000000001110e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.284735959500637320e-02	2.220416970351331287e-02	3.594196376736557229e-04	4.279434795873948261e+00	2.323231628059033854e-02	1.458116944360726176e-02	3.679174929731097565e-04	7.804853761690186964e+00	6.933937103642710653e+00	1.463543625495906442e+00	9.085937809008660437e+00	8.373907989072485236e+00	2.772878745397165723e+00	1.014332597169755701e+01	9.253326156914742029e+00	2.399685307848994142e+00
1.500000000000000000e+01	5.000000000000001110e-01	9.162669999999999959e+01	0.000000000000000000e+00	7.444101879735418904e-03	1.584061661611577132e-02	1.919942074417646852e-04	4.710449380965018307e+00	1.610933337041959429e-02	9.636962942416003527e-03	1.955800866610226448e-04	8.761044236863645196e+00	7.880424420634513538e+00	1.517672180248269997e+00	9.979469846071205907e+00	9.362373626917873892e+00	2.345157239094461055e+00	1.100110358061572136e+01	1.010798596817791051e+01	2.275996508189888523e+00
1.700000000000000000e+01	5.000000000000001110e-01	9.162669999999999959e+01	0.000000000000000000e+00	4.190824637489529159e-03	1.146148944804193867e-02	1.039326750427226954e-04	5.109772531989785094e+00	1.132032570388153379e-02	6.477137411487405780e-03	1.051466854371727044e-04	9.732171159745272249e+00	8.850619027683400475e+00	1.587164947009048976e+00	1.089317320663413469e+01	1.036672911693100119e+01	1.932675822201737059e+00	1.186862875115041760e+01	1.102595851061784060e+01	2.158023707053724483e+00
1.900000000000000000e+01	5.000000000000001110e-01	9.162669999999999959e+01	0.000000000000000000e+00	2.236374428209668853e-03	8.397909980017046958e-03	5.719770442793499103e-05	5.483455310432961305e+00	8.055410569916612862e-03	4.420838625412223596e-03	5.736769471652086380e-05	1.069885913399593136e+01	9.826766531527926674e+00	1.633581161797633907e+00	1.181250955152865778e+01	1.123709692042879560e+01	1.640525527412995954e+00	1.273253217520353253e+01	1.197356574079736014e+01	1.927959087615457978e+00
2.000000000000000000e+01	5.000000000000001110e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.577640758616210377e-03	7.219178385652964131e-03	4.270953491577267412e-05	5.662116871651263317e+00	6.825185322578747674e-03	3.671753118544486549e-03	4.262564987868094554e-05	1.117478121765784316e+01	1.031301644248895144e+01	1.643380675171544514e+00	1.227095741884572533e+01	1.176383526207670904e+01	1.430366692234035231e+00	1.315810685931279167e+01	1.243964020486120958e+01	1.800379191529253298e+00
2.500000000000000000e+01	5.000000000000001110e-01	9.162669999999999959e+01	0.000000000000000000e+00	7.026064387484097160e-06	3.515232764904692615e-03	1.057232132017731007e-05	6.489764676443932956e+00	3.099692782033762646e-03	1.520493161791086970e-03	1.023939603724834634e-05	1.346166804476087897e+01	1.268298738237515266e+01	1.476213801225121580e+00	1.447827279139088752e+01	1.412206400332829048e+01	6.887781988229317864e-01	1.518201762015554124e+01	1.468000815528174918e+01	1.255658237152931456e+00
3.000000000000000000e+01	5.000000000000001110e-01	9.162669999999999959e+01	0.000000000000000000e+00	3.517793970796152629e-04	1.799918773819094483e-03	2.887857078832599785e-06	7.232741828422643238e+00	1.488995098580913517e-03	6.723482946769554925e-04	2.688611293342590275e-06	1.552959121395768172e+01	1.489339687304194904e+01	1.344833445750178935e+00	1.650566513202064556e+01	1.623107513563539683e+01	5.217240810487000502e-01	1.707930010024855605e+01	1.666137579243438793e+01	9.449518880902676443e-01
3.500000000000000000e+01	5.000000000000001110e-01	9.162669999999999959e+01	0.000000000000000000e+00	3.518220526360194109e-04	9.589270933831259280e-04	8.584686192577767992e-07	7.913062653679657998e+00	7.488335326999507376e-04	3.134524170246835370e-04	7.567698186682070283e-07	1.737295176344343517e+01	1.691174608131726842e+01	1.009236107757252476e+00	1.834718844684623562e+01	1.813741800086865652e+01	4.012460214623443377e-01	1.887707906695764493e+01	1.854449214601824991e+01	6.825202068594498073e-01
4.000000000000000000e+01	5.000000000000001110e-01	9.162669999999999959e+01	0.000000000000000000e+00	2.748396292442136218e-04	5.277153455024761282e-04	2.742614831610310764e-07	8.544499049791941303e+00	3.912647630006625427e-04	1.526561290979091580e-04	2.191603138590632327e-07	1.906161655071104022e+01	1.874345323912093875e+01	6.727040475074694825e-01	2.001706654055781698e+01	1.989797674949665662e+01	2.299780308597245693e-01	2.056736128745592040e+01	2.035768148502826591e+01	4.263264325560776058e-01
4.500000000000000000e+01	5.000000000000001110e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.971838044721971903e-04	2.984258454080756877e-04	9.319570618753936963e-08	9.136369521498043156e+00	2.111703348201245058e-04	7.713413900010778054e-05	6.130299172367868900e-08	2.062756000104611687e+01	2.041320392804308170e+01	4.437651582933845873e-01	2.156956644331961215e+01	2.150115814900123112e+01	1.329848859987556864e-01	2.214276627440497336e+01	2.201222618953863019e+01	2.642034016933969554e-01
5.000000000000000000e+01	5.000000000000001110e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.363745929003134052e-04	1.727474194508777901e-04	3.340181594126863249e-08	9.695340804706098936e+00	1.171977564391062549e-04	4.022282236698007104e-05	1.046525524149324733e-08	2.209309002647820819e+01	2.195031294468129701e+01	2.918112450518037804e-01	2.302757394240331124e+01	2.298761096827401218e+01	7.813533976203679288e-02	2.362248304874978899e+01	2.354124494988702310e+01	1.639211043834105652e-01
5.500000000000000000e+01	5.000000000000001110e-01	9.162669999999999959e+01	0.000000000000000000e+00	9.276896619327304309e-05	1.020533735061953127e-04	1.254084690746776549e-08	1.022638393790769484e+01	6.664715597336071974e-05	2.156087901416235166e-05	7.225606049252042418e-09	2.347561726950536709e+01	2.338085544936144089e+01	1.921676726419327963e-01	2.440726667516979376e+01	2.438350832355509823e+01	4.666157977118956524e-02	2.502210041464596912e+01	2.497134775759118241e+01	1.021999244574658405e-01
6.000000000000000000e+01	5.000000000000001110e-01	9.162669999999999959e+01	0.000000000000000000e+00	6.268095787743699918e-05	6.138416578954975270e-05	4.905060426517781864e-09	1.073332590440625012e+01	3.872537376067360120e-05	1.183849598284523413e-05	1.305221483603094258e-08	2.478835895094810127e+01	2.472539412972361816e+01	1.270752411932640769e-01	2.572053255838390484e+01	2.570616997935890780e+01	2.830366399790662513e-02	2.635371429268708710e+01	2.632180976966262165e+01	6.415671182040227905e-02
6.500000000000000000e+01	5.000000000000001110e-01	9.162669999999999959e+01	0.000000000000000000e+00	4.228677831276599037e-05	3.752033728826192915e-05	1.989404346397970799e-09	1.121918896268617338e+01	2.293792948521904476e-05	6.634846539154901079e-06	1.542337907649987683e-08	2.604138828719780818e+01	2.599939217917633627e+01	8.450443851201328016e-02	2.697642824912185588e+01	2.696761009124247011e+01	1.742099961328591462e-02	2.762670434867350266e+01	2.760649933489379748e+01	4.059110860085013428e-02
7.000000000000000000e+01	5.000000000000001110e-01	9.162669999999999959e+01	0.000000000000000000e+00	2.856867851234527237e-05	2.326871848230795196e-05	8.334783612420671468e-10	1.168641011635856586e+01	1.381863116841361774e-05	3.795672409561421171e-06	1.696412225472322677e-08	2.724251903417500387e+01	2.721436157187590510e+01	5.655244752562182953e-02	2.818206233690757756e+01	2.817657056286331141e+01	1.086946774519859105e-02	2.884845177045271214e+01	2.883555400881640551e+01	2.589347394285823611e-02
7.500000000000000000e+01	5.000000000000001110e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.936130499564837581e-05	1.462173348578681180e-05	3.595425924676281321e-10	1.213698890791920526e+01	8.455555564503133489e-06	2.208067050912853116e-06	1.662576955253035338e-08	2.839794373698023122e+01	2.837895186591738650e+01	3.809839434195794183e-02	2.934315002049676480e+01	2.933968474625693545e+01	6.867942559981798922e-03	3.002487415353784428e+01	3.001657394153207647e+01	1.665528668223359432e-02
8.000000000000000000e+01	5.000000000000001110e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.317561439112975857e-05	9.299467529698885105e-06	1.592553163603452962e-10	1.257259030747327166e+01	5.248706217663790322e-06	1.299689014857934033e-06	1.633440542200825796e-08	2.951267248672488464e+01	2.949978204141529403e+01	2.583863012365839040e-02	3.046437658352959943e+01	3.046216345563468053e+01	4.390760679868321859e-03	3.116080250561232390e+01	3.115541780855106424e+01	1.080110042641280188e-02
8.500000000000000000e+01	5.000000000000001110e-01	9.162669999999999959e+01	0.000000000000000000e+00	9.008367376871631037e-06	5.980413974086435084e-06	7.225914628952086828e-11	1.299461836545093441e+01	3.286250961565678752e-06	7.901843686768713487e-07	1.745764159686961914e-08	3.059083329902822967e+01	3.058202836696831639e+01	1.764021855298381070e-02	3.154964510787446486e+01	3.154821580383559620e+01	2.837884089132103327e-03	3.226024528717510975e+01	3.225672437438350215e+01	7.060661757542163741e-03
9.000000000000000000e+01	5.000000000000001110e-01	9.162669999999999959e+01	0.000000000000000000e+00	6.190028018221248200e-06	3.885573581553840432e-06	3.352094276349599525e-11	1.340427020493327248e+01	2.100378973859576339e-06	4.742976299150827609e-07	1.729785359100776267e-08	3.163588088983720326e+01	3.162982867626752181e+01	1.212106482101660276e-02	3.260225109799546317e+01	3.260131839567367251e+01	1.852986531162059691e-03	3.332657565025294133e+01	3.332425576256360955e+01	4.651237037393229912e-03
9.500000000000000000e+01	5.000000000000001110e-01	9.162669999999999959e+01	0.000000000000000000e+00	4.275335840887947131e-06	2.548660910905231441e-06	1.586608342864359422e-11	1.380257642242263572e+01	1.339463774198672991e-06	2.918835045029842534e-07	1.613075028866935157e-08	3.265074506477421323e+01	3.264655933520892006e+01	8.380940156840210875e-03	3.362500914603862157e+01	3.362439460259511037e+01	1.221474927334043059e-03	3.436266679604571550e+01	3.436112694868004525e+01	3.086814727737419162e-03
1.000000000000000000e+00	4.000000000000001332e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.979263916475952623e-01	1.735798123571078433e-01	2.635391630762388450e-03	7.782836864141315925e-01	2.012489870590427887e-01	1.841705354924608184e-01	8.011859197181445732e-04	3.595858640606811374e+00	5.064714524459597023e-01	3.197318131945438235e+00	5.579613498516026837e+00	4.112149290616966546e+00	5.521355186502924894e+00	6.279344595598271184e+00	4.115852881649695760e+00	4.651959481292135656e+00
3.000000000000000000e+00	4.000000000000001332e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.547961866490726868e-01	1.377322126018207804e-01	3.167773732431323520e-03	1.365200735699938495e+00	1.613320292037683235e-01	1.331120541235455146e-01	3.042895973152489469e-03	3.949965678883877729e+00	1.554162177704113690e+00	2.728860003510616750e+00	5.781655411409271750e+00	4.474698244271208658e+00	5.128141828256892687e+00	6.612772591490503338e+00	4.711212162763882105e+00	4.228576747917729861e+00
5.000000000000000000e+00	4.000000000000001332e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.043963480582283249e-01	9.666365493034352607e-02	3.121627416376658928e-03	2.014087212374782165e+00	1.175027525976629073e-01	8.672177999925584357e-02	3.142195816010218568e-03	4.504879984099983581e+00	2.641229834996795311e+00	2.281231271423341589e+00	6.170170293048158783e+00	4.971562144523197446e+00	4.684719976811685171e+00	7.124030326353777198e+00	5.472495281671865719e+00	3.811103882251757113e+00
7.000000000000000000e+00	4.000000000000001332e-01	9.162669999999999959e+01	0.000000000000000000e+00	6.629499435517441364e-02	6.588490985106723596e-02	2.116825107634814820e-03	2.638071208721772809e+00	8.209171090110793656e-02	5.462651522127923848e-02	2.162833772143185618e-03	5.182484428832940360e+00	3.758666108652648052e+00	1.885720310379900955e+00	6.720479106452279972e+00	5.631325373584380678e+00	4.219140519746328977e+00	7.755500817230203126e+00	6.363100795082676342e+00	3.382337701201531655e+00
9.000000000000000000e+00	4.000000000000001332e-01	9.162669999999999959e+01	0.000000000000000000e+00	4.096562921341122265e-02	4.497056029929295817e-02	1.234217380588875645e-03	3.205141441574723693e+00	5.674618020893444637e-02	3.438975786179929162e-02	1.268128366832080214e-03	5.955792408635003810e+00	4.897020089455121905e+00	1.640394147268137814e+00	7.387211392642598184e+00	6.421487829782648760e+00	3.742042143019625566e+00	8.468340074431893072e+00	7.346654789001239472e+00	2.953016090547710526e+00
1.100000000000000000e+01	4.000000000000001332e-01	9.162669999999999959e+01	0.000000000000000000e+00	2.493052494938403224e-02	3.109138686244357005e-02	6.791118556985102422e-04	3.714574094036836360e+00	3.937862364700486090e-02	2.193544386015620906e-02	6.984617916553572010e-04	6.790710618771546692e+00	5.919489399668938390e+00	1.687116744877619201e+00	8.143668417662645709e+00	7.306849944322511448e+00	3.258642604457679504e+00	9.238781309054425961e+00	8.284445633319712954e+00	2.685655673009269773e+00
1.300000000000000000e+01	4.000000000000001332e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.495915753865244627e-02	2.183727513186866503e-02	3.676961214443639895e-04	4.175607202400449580e+00	2.759320244954208481e-02	1.423751045441373937e-02	3.773743227262046831e-04	7.665146615604099267e+00	6.739609882725020817e+00	1.746967063043216806e+00	8.967837033471493413e+00	8.257059362182054940e+00	2.773130435774067148e+00	1.004783498335219427e+01	9.085151019785637772e+00	2.505924258450504816e+00
1.500000000000000000e+01	4.000000000000001332e-01	9.162669999999999959e+01	0.000000000000000000e+00	8.795514538954246619e-03	1.557625211883518004e-02	1.996603272871982340e-04	4.597931493221201649e+00	1.955985133265999293e-02	9.407424208397678622e-03	2.039858878510433966e-04	8.566351860678858898e+00	7.602525020202048900e+00	1.812209586197691458e+00	9.831584121772678486e+00	9.244584095733545226e+00	2.290455523258484671e+00	1.088285552706470760e+01	9.983336276284834554e+00	2.263087787156021768e+00
1.700000000000000000e+01	4.000000000000001332e-01	9.162669999999999959e+01	0.000000000000000000e+00	4.996578824595027460e-03	1.126801642387261285e-02	1.096608722114499057e-04	4.989310704231137983e+00	1.402885303855843334e-02	6.321437757983941301e-03	1.112990883090014208e-04	9.470944576595289988e+00	8.486685046600138449e+00	1.874874926492879679e+00	1.072261094022148775e+01	1.002694475468365987e+01	1.995240802956109727e+00	1.172779796868105251e+01	1.091547087103907643e+01	2.012658211270848874e+00
1.900000000000000000e+01	4.000000000000001332e-01	9.162669999999999959e+01	0.000000000000000000e+00	2.665155230564159559e-03	8.254477471805457198e-03	6.114055694013328110e-05	5.355555999053233762e+00	1.017542016352637399e-02	4.313731812498096917e-03	6.153669228499067390e-05	1.036483527274351069e+01	9.377823673904353896e+00	1.926066304464454149e+00	1.162224205185269810e+01	1.106880869780744980e+01	1.526161813142236312e+00	1.257657427177047538e+01	1.178259988543038794e+01	1.841146504136675910e+00
2.000000000000000000e+01	4.000000000000001332e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.867095252470716031e-03	7.095160840782519657e-03	4.593063432861764321e-05	5.530647565366463070e+00	8.700535632249532803e-03	3.582488726723184226e-03	4.600656189639629363e-05	1.080728070788371298e+01	9.822849250204482630e+00	1.944115151070614722e+00	1.206839651258108326e+01	1.157845873173716100e+01	1.306039231861843675e+00	1.299673491536373682e+01	1.221448746224812076e+01	1.766100148205355547e+00
2.500000000000000000e+01	4.000000000000001332e-01	9.162669999999999959e+01	0.000000000000000000e+00	9.593035146845897611e-05	3.453185639245031149e-03	1.167812241117698513e-05	6.341596419454411659e+00	4.122026517236161008e-03	1.483029948810507233e-03	1.135701932381059757e-05	1.292267800272194478e+01	1.200906318823361296e+01	1.984621051432064132e+00	1.422471632762747262e+01	1.377184931478472052e+01	9.012460733283951253e-01	1.502759021847278653e+01	1.443369944135224436e+01	1.409573618032649245e+00
3.000000000000000000e+01	4.000000000000001332e-01	9.162669999999999959e+01	0.000000000000000000e+00	5.388680772397847363e-04	1.767394406855797573e-03	3.262818918495057441e-06	7.069379594361427266e+00	2.056594344297279185e-03	6.556339710379849132e-04	3.052290026728677469e-06	1.483628026119929366e+01	1.408221162560258577e+01	1.731712777667643977e+00	1.619747860008925144e+01	1.581220786247699905e+01	7.012910762496065153e-01	1.696779781253576758e+01	1.650426176433603942e+01	1.018666235704987599e+00
3.500000000000000000e+01	4.000000000000001332e-01	9.162669999999999959e+01	0.000000000000000000e+00	5.360818845536785603e-04	9.412453226802211439e-04	9.893073494800265692e-07	7.735669925228647159e+00	1.070793359120278876e-03	3.056125187896285801e-04	8.783230709110147045e-07	1.657032395784379375e+01	1.600665669322580342e+01	1.239176064530499666e+00	1.797858295596668299e+01	1.774916325896974811e+01	4.447718937699995934e-01	1.880626808163873420e+01	1.849147896349453291e+01	6.580241707148086761e-01
4.000000000000000000e+01	4.000000000000001332e-01	9.162669999999999959e+01	0.000000000000000000e+00	4.267311089887837277e-04	5.178121525360821625e-04	3.217134981778339024e-07	8.354016765519149956e+00	5.777800460073096844e-04	1.488243231723205932e-04	2.615844325840228912e-07	1.818127810973229330e+01	1.777430715443318121e+01	8.674275168847298545e-01	1.961242069395703780e+01	1.947729966859719397e+01	2.627104432278706270e-01	2.050366813382393616e+01	2.030676971315210011e+01	4.055502846904417424e-01
4.500000000000000000e+01	4.000000000000001332e-01	9.162669999999999959e+01	0.000000000000000000e+00	3.134931465164921644e-04	2.927385308503497501e-04	1.110996388698158763e-07	8.933577341358436286e+00	3.213782258869562602e-04	7.519249154119486689e-05	7.592975724080366917e-08	1.968259801753210070e+01	1.939576930461004878e+01	5.985169047632385997e-01	2.113215385350027020e+01	2.105182195035782655e+01	1.568797325942785648e-01	2.208254023768518337e+01	2.196054992752321766e+01	2.489566329305006320e-01
5.000000000000000000e+01	4.000000000000001332e-01	9.162669999999999959e+01	0.000000000000000000e+00	2.222558308273889617e-04	1.694100848607645667e-04	4.041572579664420568e-08	9.480896909976896936e+00	1.835143727568063973e-04	3.920801988967627209e-05	1.580036467657176813e-08	2.108998147982556759e+01	2.089077998621959154e+01	4.098254697427314852e-01	2.255966023646597307e+01	2.251120329387712005e+01	9.502405036026928542e-02	2.356439815285047246e+01	2.348888593191151131e+01	1.532231204919423107e-01
5.500000000000000000e+01	4.000000000000001332e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.549790902871982039e-04	1.000577345350094034e-04	1.538571565971761770e-08	1.000085274012028869e+01	1.072264728674051509e-04	2.101112408269575731e-05	5.960549357688846306e-09	2.241789619132005384e+01	2.228057660242242122e+01	2.798959824087461357e-01	2.391060391385799733e+01	2.388091493242549390e+01	5.841635150378010621e-02	2.496570981373221798e+01	2.491878441760762897e+01	9.487450154958665394e-02
6.000000000000000000e+01	4.000000000000001332e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.072923280917282261e-04	6.017070008891178443e-05	6.096248747989895204e-09	1.049719792752743786e+01	6.393441727407171531e-05	1.153299546761358402e-05	1.200006463815406210e-08	2.367835045940545768e+01	2.358391767615029622e+01	1.913109626031967991e-01	2.519656405432789370e+01	2.517809631131484949e+01	3.643158270160284928e-02	2.629887281629109452e+01	2.626952270996961047e+01	5.920447660368566289e-02
6.500000000000000000e+01	4.000000000000001332e-01	9.162669999999999959e+01	0.000000000000000000e+00	7.412221524872400242e-05	3.677133011163496496e-05	2.502874003409517401e-09	1.097289543346811769e+01	3.880990724055579343e-05	6.475641502042819506e-06	1.480550318086991390e-08	2.488092463582621860e+01	2.481593161069226383e+01	1.311432411179502822e-01	2.642638505801890858e+01	2.641473292078196877e+01	2.303129481824583991e-02	2.757335856991446121e+01	2.755485813994129884e+01	3.726343843332813321e-02
7.000000000000000000e+01	4.000000000000001332e-01	9.162669999999999959e+01	0.000000000000000000e+00	5.124765503981107455e-05	2.280008019018922797e-05	1.060762694655185705e-09	1.143033389198809502e+01	2.395096045387705381e-05	3.699060087045880845e-06	1.529327248387863950e-08	2.603320855633494091e+01	2.598835181196738731e+01	9.027311813403926521e-02	2.760701639256099327e+01	2.759956700405428975e+01	1.474588423185707597e-02	2.879656930312019725e+01	2.878481029337303454e+01	2.366190264277179267e-02
7.500000000000000000e+01	4.000000000000001332e-01	9.162669999999999959e+01	0.000000000000000000e+00	3.552127045719417783e-05	1.432486590620064479e-05	4.626157463439596521e-10	1.187147281685157907e+01	1.500117332007698707e-05	2.150385627619922496e-06	1.538205999878326791e-08	2.714126449462919766e+01	2.711018187922385891e+01	6.244281227482417762e-02	2.874404780214427291e+01	2.873922692481634300e+01	9.553392137579663768e-03	2.997442258729892473e+01	2.996688478054340266e+01	1.515802635330487647e-02
8.000000000000000000e+01	4.000000000000001332e-01	9.162669999999999959e+01	0.000000000000000000e+00	2.470778937201364230e-05	9.109264058559657571e-06	2.070665059063864463e-10	1.229794362731078294e+01	9.524375818036751040e-06	1.264956606342052328e-06	1.725809760768151624e-08	2.821000339343769170e+01	2.818836497271586694e+01	4.341845687228129691e-02	2.984206262314939551e+01	2.983890743294978876e+01	6.257840188155228134e-03	3.111174493197139768e+01	3.110687219906714063e+01	9.794447841805720145e-03
8.500000000000000000e+01	4.000000000000001332e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.725718976614044152e-05	5.857267025948897069e-06	9.489140752642933462e-11	1.271112193382767153e+01	6.114710701139385036e-06	7.589536586516046434e-07	1.502476019737577963e-08	2.924346525858767620e+01	2.922832608685071420e+01	3.035281702351966260e-02	3.090487941372438385e+01	3.090279270172835879e+01	4.141388221313491158e-03	3.221254076671854705e+01	3.220936487296874162e+01	6.381791740075470898e-03
9.000000000000000000e+01	4.000000000000001332e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.210718606943657101e-05	3.805064104453070742e-06	4.443748300708987318e-11	1.311218050954634506e+01	3.969632420596511460e-06	4.630121012412589249e-07	1.724340897499287983e-08	3.024502262551723319e+01	3.023437602502698951e+01	2.133362791074944198e-02	3.193572255184277964e+01	3.193432901580595029e+01	2.767105167976069424e-03	3.328018074208549137e+01	3.327809429155784926e+01	4.191735026992660096e-03
9.500000000000000000e+01	4.000000000000001332e-01	9.162669999999999959e+01	0.000000000000000000e+00	8.533494536223323830e-06	2.495548293351615054e-06	2.123359947153271577e-11	1.350212891621072231e+01	2.610351645407430322e-06	2.825340815473715469e-07	1.825320385108364071e-08	3.121752809770835313e+01	3.121000213575018023e+01	1.507458754821300317e-02	3.293734605811258120e+01	3.293640696719810279e+01	1.865497702425500393e-03	3.431753698914072004e+01	3.431615575246324568e+01	2.774533071843165999e-03
